country_name,country_code,pop_total,pop_density,GDP,basic_water,safe_water,basic_san,safe_san,C1_School closing_1,C1_School closing_2,C1_School closing_3,C2_Workplace closing_1,C2_Workplace closing_2,C2_Workplace closing_3,C3_Cancel public events_1,C3_Cancel public events_2,C4_Restrictions on gatherings_1,C4_Restrictions on gatherings_2,C4_Restrictions on gatherings_3,C4_Restrictions on gatherings_4,C5_Close public transport_1,C5_Close public transport_2,C6_Stay at home requirements_1,C6_Stay at home requirements_2,C6_Stay at home requirements_3,C7_Restrictions on internal movement_1,C7_Restrictions on internal movement_2,C8_International travel controls_1,C8_International travel controls_2,C8_International travel controls_3,C8_International travel controls_4,E1_Income support_1,E1_Income support_2,E2_Debt/contract relief_1,E2_Debt/contract relief_2,H1_Public information campaigns_1,H1_Public information campaigns_2,H2_Testing policy_1,H2_Testing policy_2,H2_Testing policy_3,H3_Contact tracing_1,H3_Contact tracing_2,H6_Facial Coverings_1,H6_Facial Coverings_2,H6_Facial Coverings_3,H6_Facial Coverings_4,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex,pct_fever_weighted,pct_cough_weighted,pct_difficulty_breathing_weighted,pct_fatigue_weighted,pct_stuffy_runny_nose_weighted,pct_aches_muscle_pain_weighted,pct_sore_throat_weighted,pct_chest_pain_weighted,pct_nausea_weighted,pct_anosmia_ageusia_weighted,pct_eye_pain_weighted,pct_headache_weighted,pct_chills_weighted,pct_cmnty_sick_weighted,pct_ever_tested_weighted,pct_tested_recently_weighted,pct_worked_outside_home_weighted,pct_grocery_outside_home_weighted,pct_ate_outside_home_weighted,pct_spent_time_with_non_hh_weighted,pct_attended_public_event_weighted,pct_used_public_transit_weighted,pct_direct_contact_with_non_hh_weighted,pct__all_time_weighted,pct_wear_mask_most_time_weighted,pct_wear_mask_half_time_weighted,pct_wear_mask_some_time_weighted,pct_wear_mask_none_time_weighted,pct_no_public_weighted,driving,walking,transit,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,prev_cases,total_cases,new_cases_percentages
Bangladesh,BGD,163046161,1239.579312,4950.743581,97.01600557,55.44122639,48.23324272,,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,80.09,74.11,78.13,50,10.25,19.71,8.743333333,15.76333333,16.16666667,21.53333333,10.08666667,11.10666667,7.68,10.18,12.70333333,26.83666667,10.85,36.78333333,14.14666667,5.43,49.21,50.05666667,27.68,39.42666667,26.03333333,24.95333333,36.43,41.80333333,21.28,5.75,2.853333333,2.74,7.166666667,,,,-20.66666667,-2.666666667,-3.333333333,-18.66666667,-15.33333333,9.666666667,306794,310822,2
Poland,POL,37970874,124.0234822,34217.71571,99.72468254,99.15606873,98.79661022,93.25245393,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,50.93,53.57,56.25,37.5,0.85,9.203333333,4.253333333,31.18,16.75,9.71,5.866666667,3.836666667,3.79,1.233333333,8.063333333,17.13666667,1.673333333,3.956666667,6.713333333,2.166666667,45.13333333,80.06,34.96333333,60.74,18.59333333,22.3,65.91333333,35.25333333,24.92,13.01333333,14.88,3.606666667,2.403333333,163.6033333,135.04,,0,7,137.3333333,-11,-0.666666667,-3,35146,35719,1
Guatemala,GTM,16604026,152.5471258,8995.537873,94.19058074,55.99078169,65.06313508,,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,96.3,82.74,84.03,75,2.146666667,6.09,2.293333333,10.13,9.63,12.09333333,9.51,3.456666667,6.303333333,2.156666667,9.153333333,22.49,3.91,5.363333333,2.913333333,0.623333333,27.22666667,60.33333333,6.51,31.20333333,5.32,1.823333333,38.46666667,74.90666667,5.966666667,0.63,0.88,0.453333333,11.49666667,,,,-47,-32.33333333,-41,-62.33333333,-39.66666667,22.66666667,7502,8221,2
"Moldova, Republic of",MDA,2657637,94.01888041,13574.05143,89.05565265,72.8779121,76.30819923,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,80.56,72.62,78.47,37.5,2.48,7.29,2.91,23.05,8.14,8.676666667,5.16,2.233333333,2.42,2.24,5.35,15.30333333,1.206666667,13.03666667,6.583333333,1.336666667,40.33333333,68.69666667,12.78333333,48.23666667,9.313333333,22.99333333,48.02,57.80666667,16.01,5.653333333,3.163333333,1.25,8.006666667,,,,-6.666666667,-2,17.66666667,-18,-26,5,11740,12254,3
El Salvador,SLV,6453553,309.8814672,9139.706334,97.38837497,,87.43356667,,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,80.56,78.57,79.17,75,5.936666667,15.06333333,5.36,16.99,21.77,19.19666667,16.29666667,7.84,8.923333333,6.783333333,10.72,27.68,8.166666667,20.42333333,9.16,3.11,36.29666667,55.92333333,16.61666667,40.07,10.75666667,18.83,42.39,73.51666667,5.296666667,0.7,0.953333333,0.243333333,11.96666667,,,,-34.66666667,-17.66666667,-34.66666667,-40,-39,16,25820,25904,1
Qatar,QAT,2832067,239.5931955,96490.98387,99.56810194,96.18278647,100,96.03153716,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,80.56,78.57,85.42,37.5,2.14,8.06,2.51,10.89333333,10.38333333,14.08333333,6.41,5.243333333,3.93,2.596666667,5.683333333,5.926666667,11.37,15.05666667,19.02666667,3.706666667,52.14,47.28,19.03,26.05333333,6.273333333,7.103333333,27.78333333,70.24666667,10.19333333,1.49,0.546666667,0.176666667,6.633333333,,,,-15.33333333,15.66666667,0,-28.33333333,-15,14.66666667,86488,88403,3
Switzerland,CHE,8574832,215.4653505,70989.25813,100.0000029,95.45540815,99.89037352,99.53931048,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,49.38333333,50.79333333,53.00666667,37.5,0.963333333,8.29,3.61,27.89666667,19.80666667,14.79333333,4.993333333,3.11,3.446666667,1.323333333,5.353333333,17.92333333,1.933333333,6.966666667,7.753333333,0.93,34.33,63.59333333,48.22,59.72666667,8.893333333,22.68,55.99333333,7.19,10.80666667,13.11333333,15.27666667,45.80666667,2.67,107.3166667,89.84,67.87,-25,-6.666666667,-24.66666667,-30.33333333,-11,7.333333333,30853,30882,0
Israel,ISR,9053300,410.4805915,42193.82559,100.0000015,99.38180368,100.0000015,93.67255558,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,75,77.38,73.61,100,1.73,7.236666667,4.236666667,26.23333333,13.72,11.65666667,5.42,4.566666667,6.213333333,1.806666667,6.683333333,15.05333333,4.14,4.63,6.986666667,0.69,51.10666667,63.44333333,33.79666667,66.81,20.15,16.6,61.58333333,47.29333333,25.26,9.14,5.096666667,2.95,3.826666667,106.5866667,85.29333333,,-21,21.66666667,-22.33333333,-7.333333333,-17.33333333,8.666666667,16720,16757,0
Czech Republic,CZE,10669709,137.6577053,42575.61148,99.8802588,97.88131195,99.13409923,94.45913535,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,35.19,47.02,44.44,62.5,0.933333333,8.793333333,6.936666667,28.16333333,18.66333333,10.94,4.7,3.336666667,3.68,1.72,6.976666667,14.88333333,1.746666667,3.363333333,8.716666667,1.73,34.04,66.04,42.96666667,67.10666667,26.76,25.92333333,70.44,20.81666667,30.26666667,17.93,18.24666667,5.69,2.53,156.6566667,92.35333333,84.2,-1.333333333,6,56.33333333,-1,1,-3,11038,11603,2
Kenya,KEN,52573973,90.29941666,4509.322442,58.91633339,,29.05111506,,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,88.89,82.14,87.5,50,4.126666667,10.79666667,2.396666667,16.93666667,14.05333333,15.03666667,8.623333333,5.463333333,5.09,3.193333333,7.97,19.34333333,6.1,6.596666667,11.18333333,2.056666667,32.96333333,60.42666667,40.63333333,44.36666667,9.546666667,31.69333333,34.34666667,58.29333333,18.80333333,3.333333333,1.396666667,0.723333333,7.876666667,,,,-31,-21.66666667,-17.66666667,-26.33333333,-23,19.33333333,2093,2340,1
Lao People's Democratic Republic,LAO,7169455,30.59578423,8150.752426,82.06189686,16.08186585,74.45941043,58.05358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,16.67,30.95,31.94,25,1.743333333,8.453333333,3.296666667,15.00666667,10.69333333,14.71333333,5.226666667,1.06,3.356666667,3.323333333,12.65,8.416666667,1.673333333,10.71666667,15.19666667,8.803333333,49.07666667,43.98333333,34.94333333,43.12666667,30.05333333,15.02666667,33.02333333,16.41666667,23.67333333,23.75666667,6.003333333,9.643333333,4.656666667,,,,-6.666666667,1,-5.333333333,-19.33333333,0,2.333333333,19,19,0
Philippines,PHL,108116615,357.6883053,9277.374369,93.56837604,46.6540191,76.53350207,51.64014012,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,80.56,71.43,77.08,37.5,1.316666667,8.776666667,3.096666667,8.213333333,12.47666667,14.75333333,5.553333333,3.596666667,2.626666667,2.036666667,6.293333333,12.28333333,1.873333333,9.66,7.486666667,3.476666667,33.18,43.64666667,16.48,28.06333333,8.25,15.66,24.33,69.63666667,10.83,1.773333333,0.71,0.243333333,8.793333333,49.20333333,43.62,30.38666667,-50.33333333,-22.33333333,-32,-58,-37.33333333,22.33333333,50359,52914,2
"Moldova, Republic of",MDA,2657637,94.01888041,13574.05143,89.05565265,72.8779121,76.30819923,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,57.41,57.74,61.11,37.5,1.24,5.91,2.416666667,22.45,10.15,9.953333333,5.526666667,3.103333333,3.383333333,2.096666667,6.906666667,14.9,1.616666667,13.21333333,11.1,4.213333333,37.94666667,72.57,22.25666667,48.62333333,17.05666667,28.84666667,54.99333333,48.12666667,22.25,8.783333333,3.35,2.773333333,7.31,,,,-8.333333333,-2.666666667,25.33333333,-20,-7.333333333,-0.666666667,22105,22828,3
Greece,GRC,10716322,83.26518231,31399.41567,100,100,98.98319078,90.39114625,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,57.41,63.69,63.89,62.5,0.686666667,4.91,3.053333333,13.14,7.023333333,6.75,4.23,1.813333333,2.81,1.113333333,3.446666667,11.80666667,0.943333333,3.063333333,9.49,3.863333333,24.10333333,76.54333333,60.69333333,60.50333333,26.57,16.69,60.62,24.43333333,24.89666667,14.92,15.66666667,10.09,5.076666667,203.25,188.52,,4.666666667,24.66666667,162.3333333,1,-5,-4.666666667,4110,4166,1
Indonesia,IDN,270625568,147.7521901,12301.7529,89.34401223,,73.12838737,,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,59.72,55.06,60.07,25,3.093333333,12.18666667,2.313333333,25.14,11.87666667,17.00666667,6.453333333,4.453333333,5.753333333,1.76,3.98,15.35333333,10.31333333,9.256666667,22.15,9.72,39.84666667,42.30666667,23.23666667,23.95666667,22.31,6.02,35.85,61.84666667,13.43666667,6.15,2.003333333,0.983333333,6.226666667,100.5066667,66.51666667,,-12,0.666666667,9,-32,-33.66666667,11.66666667,139549,143043,1
Finland,FIN,5520314,18.14854727,51323.83338,100.0000022,99.63312714,99.44784412,99.20575094,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,35.19,39.29,33.33,75,0.82,11.01333333,4.08,31.96,21.46,18.93333333,5.113333333,2.553333333,3.943333333,1.86,3.746666667,13.67666667,3.62,5.06,6.93,0.706666667,17.87666667,76.64666667,40.6,60.87,9.916666667,10.86,57.88,1.286666667,1.593333333,2.466666667,2.476666667,81.12333333,5.483333333,185.3833333,129.17,89.79666667,1,5.333333333,147.3333333,-31,-47.33333333,6.333333333,7209,7236,1
Mexico,MEX,127575529,64.91462641,20410.70657,99.31821889,42.8703099,91.18305556,50.40509924,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,82.41,65.18,76.04,0,2.02,9.11,3.996666667,19.51666667,16.99666667,15.35666667,13.15333333,5.113333333,6.123333333,3.19,10.74,23.43,4.186666667,10.70333333,1.666666667,0.42,26.18,62.55,9.56,30.91333333,4.306666667,19.41,39.41666667,57.97333333,14.62666667,3.493333333,2.776666667,3.096666667,13.44,54.53,47.91666667,26.51666667,-53.66666667,-19.66666667,-47.33333333,-59.66666667,-46.66666667,22.33333333,54340,60485,2
Portugal,PRT,10269417,112.2619412,36470.70677,99.90766021,95.31190784,99.60892314,84.70744585,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,75,73.21,72.92,75,0.466666667,6.89,2.696666667,12.36,11.04333333,9.033333333,4.36,3.093333333,2.393333333,1.536666667,5.796666667,14.35666667,0,7.353333333,4.943333333,1.046666667,20.91333333,60.71666667,9.75,32.23,0.903333333,4.24,33.82333333,45.24,17.92333333,8.663333333,6.343333333,6.49,11.56333333,44.31333333,25.02666667,,-57,-24.66666667,-31.33333333,-63.33333333,-51.33333333,25,25524,25702,1
Paraguay,PRY,7044636,17.50835892,13210.30791,99.61019773,63.89456928,89.78369143,58.46916165,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,78.7,76.19,76.39,75,3.49,14.11333333,6.346666667,15.64666667,24.97666667,14.53333333,14.63,6.296666667,4.853333333,4.216666667,10.43,24.3,4.756666667,15.51,7.016666667,4.19,40.46666667,59.02,10.51333333,35.15666667,6.903333333,15.06666667,39.32333333,62.22666667,12.86,1.53,3.143333333,0.39,11.32666667,,,,-28,-15.66666667,-31.33333333,-40,-12,13,7234,8018,3
Sweden,SWE,10285453,24.98149812,55814.51265,100.0000025,99.94000246,99.29552038,93.37938042,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,46.3,47.02,44.44,62.5,2.363333333,12.71666667,4.053333333,30.51666667,24.93,16.92333333,9.91,4.016666667,5.816666667,4.443333333,8.253333333,18.97666667,3.103333333,15.08666667,5.796666667,1.796666667,25.86666667,65.48333333,31.15,54.96666667,9.5,14.15,47.17,0.816666667,0.813333333,1.86,1.83,83.88333333,6.19,149.39,122.62,90.08333333,4,6.666666667,174.6666667,-21.66666667,-23.33333333,5,45354,47727,3
Uzbekistan,UZB,33580650,77.47085096,7288.765626,97.83345271,58.90380535,100,,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,86.11,76.49,80.9,50,0.653333333,6.053333333,2.636666667,25.43666667,9.64,9.733333333,3.466666667,2.726666667,2.806666667,1.016666667,6.05,14.72333333,0.496666667,2.94,8.796666667,0.796666667,35.73333333,69.23333333,6.256666667,44.34,8.746666667,4.686666667,50.46333333,72.78,7.75,1.406666667,1.376666667,0.426666667,10.16333333,,,,,,,,,,3164,3333,1
Thailand,THA,69625582,135.8972068,19228.29468,99.93071158,,98.75073461,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,75,78.87,75.35,100,0.89,7.546666667,2.703333333,10.14666667,9.436666667,14.01666667,4.16,1.896666667,1.776666667,0.746666667,6.33,10.12333333,0,7.343333333,5.9,0.71,42.88666667,60.34,17.43666667,22.82333333,8.826666667,5.49,14.73,63.81333333,14.64666667,2.956666667,0.57,0.42,11.22,54.56,29.60333333,,-39.33333333,-1.666666667,-36,-51,-40.66666667,17.66666667,2969,2988,0
Peru,PER,32510453,24.99160625,13380.36442,91.12787097,50.35065162,74.34295659,42.7647232,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,89.81,83.33,84.72,75,5.46,15.88,6.343333333,18.73666667,26.02333333,19.26333333,20.45,10.19333333,7.64,6.143333333,14.98666667,9.013333333,21.98333333,28.23666667,16.63666667,3.62,25.83666667,62.67,8.33,28.8,4.68,19.82666667,37.29333333,75.26666667,6.09,0.786666667,0.91,0.32,10.72333333,,,,-76.33333333,-54.33333333,-58.33333333,-69,-56.33333333,28.33333333,251338,254936,3
India,IND,1366417754,454.9380726,7034.217224,92.67464257,,59.54344827,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,78.39666667,79.26666667,79.97333333,75,2.616666667,7.226666667,2.166666667,7.886666667,6.656666667,11.47333333,6.31,2.806666667,1.9,2.463333333,6.126666667,12.53333333,2.223333333,14.83666667,10.38,5.343333333,29.66,45.94333333,8.453333333,20.26666667,8.063333333,5.28,18.9,53.55,15.68,2.996666667,1.37,0.806666667,11.57666667,67.67333333,61.97333333,,-55.66666667,-4.666666667,-48.33333333,-38.33333333,-34.33333333,15.66666667,1583792,1695988,3
Bosnia and Herzegovina,BIH,3301000,64.92048828,15791.67474,96.14235609,88.8418949,95.36023531,21.5549701,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,75,63.69,68.05333333,37.5,0.89,10.21,5.56,20.31333333,8.863333333,9.126666667,7.22,5.033333333,2.37,1.836666667,5.02,15.03666667,2.63,5.25,4.7,0.283333333,21.69333333,69.68333333,38.42333333,54.27666667,10.71333333,3.663333333,49.12,43.56,22.48666667,9.73,9.44,6.1,3.65,,,,-20.33333333,2,3.333333333,-25.33333333,-21,6.666666667,2303,2334,1
Norway,NOR,5347896,14.54829163,66831.86883,100.0000046,98.34297535,98.0543915,76.31749323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,49.69,52.38,46.53,87.5,0.846666667,11.27,3.02,11.14333333,21.80333333,15.46,6.683333333,2.793333333,4.156666667,1.76,4.92,16.37,3.766666667,3.846666667,6.59,0.803333333,22.9,63.63,33.34,68.30666667,9.31,13.27666667,56.93333333,1.206666667,0.4,1.246666667,2.243333333,85.09,5.483333333,141.2633333,101.8733333,76.01666667,-20,4.666666667,201.6666667,-20.66666667,-35,3,8411,8411,0
Ecuador,ECU,17373662,68.78868175,11846.78056,93.99453654,75.06801242,87.98871604,42.01075954,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,74.07,72.02,71.53,75,6.06,16.32,7.333333333,18.93,23.85666667,18.63333333,20.40666667,9.656666667,9.08,6.726666667,15.22666667,29.25333333,7.976666667,24.91666667,20.64,8.233333333,33.23666667,61.95,21.31333333,38.05666667,6.6,20.42333333,44.67333333,71.03333333,7.146666667,1.166666667,1.46,0.44,10.61,,,,-39,-24.33333333,-39.66666667,-49.66666667,-31.66666667,19.33333333,67209,68459,2
"Palestinian Territory, Occupied",PSE,4685306,758.9845515,5795.231559,96.82689624,,96.93900691,61.2431592,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,96.3,75,79.17,50,2.166666667,9.21,6.866666667,21.03,16.44333333,16.32666667,6.73,7.013333333,4.933333333,4.06,12.67666667,19.95666667,4.586666667,8,6.303333333,1.726666667,24.64,61.41,14.55,46.86666667,9.923333333,14.51666667,49,11.97,12.56333333,8.383333333,7.95,23.77666667,27.09,,,,,,,,,,546,547,0
Sudan,SDN,42813238,,4122.526685,60.26709116,,36.57503249,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,71.3,65.48,69.44,41.66666667,8.176666667,13.11333333,3.383333333,36.98333333,17.36333333,24.67666667,14.86,5.81,9.16,5.716666667,12.18333333,26.69333333,5.093333333,26.08,4.886666667,1.213333333,38.89,67.19333333,37.79666667,58.21333333,21.27,33.05,66.45666667,12.52,14.75666667,11.66666667,9.596666667,30.50333333,14.31,,,,,,,,,,10316,10527,1
Mozambique,MOZ,30366036,37.50853531,1333.518167,55.69397562,,29.36029465,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,80.56,66.67,77.78,0,4.21,8.666666667,2.776666667,10.57666667,10.97,11.35333333,7.136666667,5.556666667,4.866666667,3.276666667,10.31666667,27.00333333,5.463333333,12.19,8.516666667,5.423333333,46.65666667,59.18,29.58333333,61.39666667,13.38333333,29.46,45.66,67.55,15.2,4.473333333,1.273333333,1.07E-15,3.27,,,,-14.66666667,-2,-23,-22,-3,8.666666667,1071,1111,0
Afghanistan,AFG,38041754,56.93776001,2293.551684,67.06462342,,43.41761001,,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,84.26,61.9,72.22,0,10.35333333,17.75333333,12.23,19.25666667,14.86333333,21.73333333,18.01333333,14.88333333,10.80333333,11.20666667,15.95333333,22.00666667,0,41.73666667,16.24,5.556666667,38.93666667,52.64,10.75666667,33.65333333,21.45333333,17.35666667,39.98,32.23,21.23,9.17,3.963333333,5.78,7.406666667,,,,-44.66666667,-24.66666667,-21,-48,-35,14.66666667,2704,3224,1
Cambodia,KHM,16486542,92.05641287,4570.694289,78.51065693,25.84554879,59.22696598,,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,57.41,44.64,52.08,0,8.653333333,9.753333333,5.916666667,12.83666667,12.65666667,12.31333333,8.696666667,5.836666667,2.923333333,2.543333333,11.02333333,17.1,2.793333333,9.95,5.81,1.61,49.5,48.28,35.90666667,35.65333333,13.91333333,5.326666667,30.84,48.64666667,22.20666667,8.753333333,2.49,4.26,5.266666667,37.29333333,59.84333333,,-26.66666667,-16.33333333,-15.66666667,-47.66666667,-28,11.33333333,122,122,0
Jordan,JOR,10101694,112.1424983,10316.60909,98.93722265,93.81834359,97.33975414,80.55492485,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,56.48,57.14,60.42,37.5,2.76,8.523333333,6.363333333,28.56,12.17666667,20.52,9.526666667,7.836666667,5.22,3.453333333,10.55,24.63666667,4.176666667,6.583333333,16.25,4.793333333,29.88666667,62.79666667,36.27,45.07333333,18.45333333,22.27333333,50.15333333,31.91666667,26.38666667,8.866666667,8.55,5.7,10.11,,,,-4.666666667,11.33333333,7.333333333,-51.33333333,-13,2.333333333,1576,1639,1
Thailand,THA,69625582,135.8972068,19228.29468,99.93071158,,98.75073461,,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,75,78.87,75.35,100,1.006666667,5.41,2.44,9.87,7.323333333,14.34666667,3.06,1.75,1.3,0.65,5.786666667,7.806666667,0.616666667,4.76,7.173333333,0.803333333,46.7,62.67666667,25.1,31.21333333,12.99333333,7.443333333,19.17333333,67.35333333,16.29,2.316666667,0.38,0.323333333,7.286666667,63.85333333,36.21333333,,-28.33333333,0.333333333,-30,-39.33333333,-23,12.33333333,3031,3034,0
Venezuela,VEN,28515829,32.73079191,17527.44779,95.72371132,,93.93501902,23.75856302,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,86.11,75,79.17,50,4.163333333,10.29,5.173333333,12.08,15.67333333,11.82666667,9.873333333,3.89,5.163333333,6.173333333,7.423333333,20.89666667,5.72,15.58333333,14.32333333,5.946666667,27.18,58.20666667,5.726666667,35.44,7.59,20.90666667,44.74,75.6,6.91,0.96,0.76,0.456666667,9.916666667,,,,-43.33333333,-24.33333333,-39.33333333,-49.66666667,-25.66666667,16.33333333,19443,20206,2
Sri Lanka,LKA,21803000,345.558922,13620.11848,89.41629243,,95.78172636,,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,76.85,73.21666667,79.86,33.33333333,0.86,3.92,1.14,7.083333333,7.92,13.76,3.106666667,2.71,1.323333333,1.333333333,6.376666667,12.81666667,1.376666667,5.58,3.913333333,0.21,39.77666667,47.38,19.26666667,32.89666667,13.09333333,12.67,23.91333333,61.77,14.53666667,1.783333333,0.903333333,0.193333333,11.39666667,,,,-47,-33.66666667,-33,-44.33333333,-26.66666667,18.33333333,1620,1643,0
Serbia,SRB,6944975,79.8376858,18989.03966,85.52211629,74.7295448,97.56719903,24.72604511,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,24.07,35.12,34.72,37.5,1.026666667,8.98,6.143333333,22.81333333,15.93,14.51666667,4.88,5.396666667,4.51,1.88,6.33,16.64666667,2.896666667,7.093333333,4.643333333,0.473333333,24.92,78.89666667,46.37,68.45,25.07333333,23.15,67.64666667,18.03666667,21.71666667,18.43,15.71333333,19.07666667,2.52,104.98,93.97666667,,,,,,,,11667,11823,2
Myanmar,MMR,54045420,82.23861548,5355.27019,81.77404853,,64.33268404,,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,77.78,65.48,76.39,0,3.356666667,5.436666667,3.833333333,6.693333333,7.74,10.81666667,5.05,4.263333333,3.203333333,2.393333333,6.153333333,12.05,6.116666667,15.20333333,13.33333333,7.303333333,44.43,43.47333333,31.25666667,26.49333333,15.36,15.28666667,33.76,28.47333333,25.62333333,14.83666667,1.633333333,3.08,10.88,,,,-13,-3.333333333,-13,-13.66666667,-4.333333333,9.666666667,396,435,0
